專利名稱,唯一識別碼
伺服器機櫃,4137cf70-7b27-42e8-8600-74ce926695bb
利用核酸長度範圍於非侵入性產前檢測及癌症偵測,41473b0f-85b5-4942-920a-b721fb623e0a
利用金針菇製作素肉鬆之方法,416e3f24-69f8-4842-995e-bf83057ac446
抗人類CCR1單株抗體,40fb9fe4-0dc5-42bd-9446-fe88f5839362
即時二維電位顯像方法,40feeb9c-ace9-4a78-b1b0-f2aae6c649c4
被動式Q開關光纖雷射系統及製造其飽和吸收體的方法,4110f05d-8761-454f-a71b-616e5d0c0060
微透鏡陣列結構的製作方法以及微透鏡陣列結構其模具的製作方法,410922e4-6691-4bce-9743-ce61c033e020
智慧鎖以及智慧鎖控制方法,410c18c6-bf31-4501-b45e-5faecba9946b
災害警報逃生指引系統與逃生指引控制模組,41198e3b-b9f4-4ecd-a903-2e4fc8b7b24c
三維氧化石墨烯微結構及其製造方法,41a0f298-661f-4e4a-957b-c6897ae11cb0
心震圖譜特徵點量測方法,41bf7df9-e3cb-4bc1-a8d5-5729c711c2d1
磊晶生成結構與其生成方法,41bff120-10dd-4107-b615-cb1783cf9984
藥房配藥管控系統,41aaf88d-6a46-49ac-93a0-7c2ff8840fe0
經取代1,41b12286-dc63-4653-8c81-50545c5ecc54
電化學蝕刻設備,412de19b-c1eb-4f03-a8a5-ea5105f415b1
氧還原觸媒用碳系複合體和其製造方法及用途,411caa64-b8c0-4bf6-bb7d-4085ef96be5f
耐高溫及耐煙道氣之小球藻突變株及含彼之藻類生物反應器,412833cb-b4f3-4d75-be16-1db2c0d4c931
太陽能板的搖擺式重力清潔系統,40d90f9f-c144-4f85-bb0c-5f4ac9b789f1
固體電解質及電池,40d92e32-9d8d-4269-88e0-0ec802033535
有機催化合成用固體酸性觸媒,47d057a2-f2e2-4d3d-b509-58141586a16e
雙向中繼網路之中繼點選擇方法,47d21408-e0f6-4982-a08b-a20a8413490b
蝦淋巴細胞及其純化方法與用於體外評估先天免疫反應的方法,43da2fb7-6da0-4ca0-8633-ff68fa8110f4
無線射頻辨識標籤的快速辨識方法,43e0126f-1f00-458b-8c4c-4e38d39507f2
具細胞穿膜性之藥物載體及其應用,442fe250-3b1d-43e6-983d-a9a2e2580a26
一種預測長效型干擾素合倂雷巴威林於治療Ｃ型肝炎病人療效的方法,43c9ce2b-8a4b-47d1-b0e5-b190ac4ebb29
用以處理編碼音訊信號之裝置及方法,43e24ac4-683b-47a5-8cbd-71f0aece9c6d
專注力互動系統,43e32132-5f0c-4fe8-8a8a-7c8383b264bc
乳果寡醣之製備方法,43e45a01-75c5-4b95-bea6-7e2ca2253c47
用於治療ＨＥＲ－２陽性癌症之組合免疫療法及放射線療法,43dce184-63e3-4cc8-96b6-9a5f22b01217
用於選擇性殺死口腔癌細胞之醫藥組合物及其活性成分之用途,4429a96f-8e1f-4edf-9056-2969c1a935f3
干涉儀直接式自動微調裝置,462d8f50-5dfc-4d30-8823-37e1e20b40e2
非織物/氣凝膠複合隔熱材及其製備方法,463784ca-9ae6-4ed7-9153-e4f38eac9f29
視障者餐盒,421e0399-17e8-4969-a642-f0cf314dfed5
能量體對物體的視因子量測方法,42053232-d314-43fe-ab8d-73c5f94eac2e
檢測系統及其檢測方法,41f0c4e8-2a67-494f-8be3-5bdff6fc2ff1
奈米結構材料結構及方法,422aadbd-18ee-4809-87a8-67192d23e085
抗甲狀腺素運送蛋白抗體,42283170-3204-4cb0-bb0d-a54dd1caceb0
非接觸式即時生理訊號及動作偵測方法,45d24bbe-e98b-43e9-9610-404f29b1b65b
具蟲體計數功能之誘蟲裝置及蟲體計數方法,45ad8e94-cf3e-42d4-aea2-7292593ec58d
自動噴射滅火劑的滅火器,46005485-ef7b-4141-a128-653713b74510
無線通訊系統之資源分配方法,469a978e-5096-48c6-ae9f-ca7ad689e779
透過喊價機制獲取得標商品折扣金額之商品拍賣交易方法,46e064cf-0dd3-496f-bb8b-fb0330fc1ee3
懸浮微粒捕捉裝置,470ce63e-0025-46c2-b4dd-7c0fbaee8709
改善切換式磁阻馬達轉矩漣波之適應性調控方法,466cb450-ec45-4826-a490-eb103831b668
有色智慧型玻璃,467d91e5-8202-496a-97fc-5ed60c7d27e7
介電體基材表面之金屬化方法及附金屬膜之介電體基材,466e19b4-4dbf-454f-89ae-f6ab6c53ab07
問卷／試卷呈現系統及其控制方法,4825234f-4acc-4cd0-93f5-9495b18e8a09
用於立體列印之黏結材料及其製造方法,48281d1a-f07a-4a90-bd44-46f1a3f996cf
基於使用者需求之行動裝置追蹤系統及方法,48037829-74a3-4685-80c1-9544d97d1c50
黑色粒子及黑色粒子之製造方法,268e1cb7-f6a5-46f0-8307-fde1be7fa2a3
經催化劑影響的圖案轉印技術,268f7e88-ea7e-4f5a-8cc9-3321568d5173
手眼協調評量工具及其運作方法,26b35c43-0dab-4a3b-88d2-b3b1fde5785a
以燃燒反應作為游離源的層析質譜裝置,26b3704a-3ae7-40e5-9a35-605a09703404
用於電池的電極,260effd5-d02d-42e5-957e-59ceccb9bd3a
一種快速分離脂肪間質細胞之組合物,2697a379-41fc-48b0-a473-80e7d963179f
蛋白質激酶之選擇性抑制劑、其醫藥組成物及其用途,26ab88cd-d046-4f67-91ef-ac42d37eeb48
杯架結構,27824f3c-ec8b-4a73-b642-51a6a31aaa3b
產生薄含矽膜的方法,278304eb-10e3-4378-81e6-f6047bb93f2f
具有薄層層析之拉曼檢測晶片及分離檢測分析物之方法,2798ca63-8a2d-49dd-8037-c87454e73d9c
結合氮化處理之放電加工處理方法,279cd511-f8a7-427e-a48a-d2723b1428f7
細胞胞器篩選裝置及以其採集細胞胞器之方法,278aec50-e8dc-41ec-92ba-5d01a4714a9e
高頻振動主軸系統,227ee27a-8f3d-42c6-b6d0-5b22776801fd
利用於低緯度的傾斜式追日系統,2290e56b-1194-495e-a7cd-9430dcf71796
互動式化妝台之操作方法,22636e0d-6c63-45e2-a2fa-e77bfbeb7da8
提升紫外光發光二極體發光強度之方法及裝置,229eb061-f809-42b5-ac9e-2f1b418a98ae
用於神經追蹤之方法、非暫時性電腦可讀媒體及設備,22902623-0b32-4770-bf69-8a87f4c990f4
用透明光致發光標記標記產品的方法及標記有該光致發光標記的產品,22ae2180-0ccd-4d97-8d37-1ef33df8701e
水解藻體的方法,21ce7f3e-b8ec-4679-9870-9e8d09a81b05
全像曝光系統,2829107c-978a-49dc-acef-9048423dfe27
一種胺基修飾材料及其應用,27dbb409-670a-4f00-b874-426af342229c
吊掛型液態誘餌裝置,282b73a3-b32b-4290-aac4-1b335b1abd97
車輛返還區域提供方法,2832fcc6-3858-4e3e-bb7d-7366be7ae0eb
吲唑氧化胺系化合物及吲唑氧化胺系化合物的製備方法,28006d3c-c77a-435d-b5d3-323741a402b9
寫作與翻譯評分系統,2802cf38-dfad-4256-af2c-f98c5437914c
自動化動態負載測試之燒機系統及其方法,280358e2-c2ce-46c7-89d3-d2d49238dcdd
Ｐ型有機薄膜與Ｐ型無機薄膜異質界面發光元件,27eeba93-d28a-4801-bebf-dc4306662551
災情程度判斷方法,27f3f7b5-85fc-4cf2-ab85-18f302fbd8f9
廢鋁電解液資材化高純度氮化鋁粉末之方法,281635e4-0ab7-4bf7-8972-e28c6c516858
作為雞介白素－１β拮抗物的變異型雞介白素－１β蛋白質及其用途,27fb58ad-68c2-487e-98ba-e7c56c3f9d05
非侵入式立體定位總成,280a7c9d-1061-459d-8b23-a8e83d6beda2
導熱片及其製造方法,2735cbaf-6428-40e0-a044-43b34d3e0c61
ＰＧＣ－１α抑制劑之用途,27419aa1-ba37-43dd-84ce-30371ffd9756
交通工具避震器,4f768027-ee0f-4c98-a35b-f9cabc791fc7
電動車自動充放電控制系統及方法,4f7768d4-af3c-4782-bc9a-6921a89393ac
旋轉軸角度輔助定位量測系統,4f955ea8-93ad-458c-bdb3-d1586027c2b6
基於保熵的映射先驗的影像增強方法及其影像處理裝置,4f96c256-e697-4467-8d5f-2ef4551686b6
光誘引捕捉教學裝置,4f4f6e6f-d1ea-4e93-b952-22340402c00d
訓練踏板及訓練踩踏器,4f65b430-6fe6-4a54-b2ef-9d874122512a
快速形成表面電漿子結構層的方法,4f7fb584-d2da-4002-bb2b-6c2f03515a18
學生校外實習資訊管理系統,4f9e63cb-0688-489a-ac72-e1ec9c57fb52
無線行動通訊裝置及生理資訊之即時監控系統,4fd87eb6-c9a4-4a91-958d-d8ca46e301e8
微通道反應教學裝置,4fdf283e-59f3-422a-b5e5-0c8306f752ba
外混式多重噴流粉末氣噴系統,4ffb2786-9be3-4f7f-974b-96c5975cc999
動力充電裝置,502ec33a-d455-4b29-b809-51fd9fee9919
採用應變閘極工程與鐵電負電容介電質之動態隨機記憶體及其製造方法,50891cea-6e20-4e51-8038-4fe9217bb8b2
中醫藥組合物製劑輔助用途,4f431ece-effb-4989-934d-2dfe6cdbcf72
使家禽肌肉增重之方法、使家禽肌肉增重之飼料添加物、該飼料添加物的製造方法、含有該飼料添加物之飼料,4f434710-756b-4913-aeaf-319b92e66fbc
石墨烯奈米帶複合材料及其製造方法,4f473b22-ca14-40e3-a019-52056933fede
核酸寡核苷酸與烷化劑化學治療劑之協同增效性組合,4e9774db-02a9-49e7-b7ca-23bbfe11a496
腦波監測評估學習效果的系統及其方法,4e81b7c1-9eaa-42cd-ac36-5408f48ac91e
蜂窩狀石墨烯薄膜,4eab0cd5-bdd1-418d-ae6e-3f2fda439576
彈性波裝置,4cbba23a-22cc-434d-869b-0743e2f6cacc
洗手台式門栓結構,4ccce9e6-574e-45b2-a60c-b3d8ba499eda
以有機廢水製造天然富含鉀有機肥料之方法,4d5871b2-48fb-45fe-b0a1-fef0512e4dc7
得獎記錄之雲端管理暨分析系統,4d5130a3-3407-4856-9a8d-653964e9e173
用於預防或治療罹患登革熱所引起之發炎反應的醫藥組合物及其用途,505b1488-ebf2-47e1-a247-ef20633685cf
光電子裝置及使用方法,504443b7-822f-4b13-acec-6ca4d020f2f8
對卵巢癌具專一性之寡胜肽、編碼寡胜肽之聚核苷酸、卵巢癌檢驗套組及其檢測方法,50766a6c-5090-4672-8642-669a28c02124
坐式頸椎牽引裝置及其角度感測方法,5083806f-5ce2-405f-808d-a1a20cfa5702
含有血紅素結合蛋白次單元之蛋白質用於製備促進傷口癒合之醫藥的用途,5098228b-1257-4f21-b538-f5b13b48b218
基於雷射之農業系統,50982d46-b079-4a84-bbba-42571405e2b5
適性化輔導與選課建議系統,5098d1cd-ac08-4c5c-9623-57a36113988a
含硼化合物、有機發光二極體的發光層以及有機發光二極體裝置,49b289de-73b4-4eb2-898f-5d36aa0cdf42
微膠囊與其製備方法,49b721f7-efd4-4d50-a392-aaff7ae1cd2b
管材液壓沖孔之方法及其裝置,49b74741-7418-473d-b6e9-aaa1cc415306
作為登革熱病毒複製抑制劑之單取代或二取代吲哚衍生物,49b7d5de-b174-48e7-b721-d0cd728852dc
培養基組成物,49f562ff-2ff4-4ffe-80bd-a1f54e0ae906
具有氣體感測器與溫度感測器的自動巴士開門裝置及其運作方法,4a40784e-7ff3-401d-bc09-d60db5e4a2ef
利用影片自動推導移動平台運動參數之方法,4a8f49ca-4524-468a-aac6-cb1dfa1203c8
以初級帶電粒子小束陣列檢查樣本的方法、用於以初級帶電粒子小束陣列檢查樣本的帶電粒子束裝置、及用於樣本之檢查的多柱顯微鏡,49df47e8-94d9-402a-b67a-6af6f553c88b
具可攜及收折功能之美容床結構,48ae9c37-ecd1-4db7-ba66-64ed3342ec07
工具機主軸之旋轉誤差量測系統及方法,48af6ea8-90df-4bad-88af-be2ffb10d3ab
發電柺杖及安裝於該柺杖的電氣裝置,48cf6011-77b1-45be-b744-0644a6ce866c
四維度聲波傳播分析系統,4a5a1b1c-bd1a-4470-9300-93d123939850
智慧冰箱及其冷藏物顯示方法,498f0993-b05b-4355-be16-d63fe4c2303a
具攝影機自動調派功能之3D影像監控系統及其監控方法,4990e565-d065-453a-9bb6-607fbd867149
基於費雪線性判別的雙暗通道先驗的影像能見度修復方法及其影像處理裝置,4a03383b-6537-417a-9c85-128b9192e090
收納式桌椅,534332f1-fa67-4f8e-9b07-ad7ad49718ac
抗病毒劑及治療病毒感染之方法,5348e55a-384c-47b8-845b-d69a41008dec
促進毛髮生長的敷料,52ae36dc-13c7-4626-9705-e8de4bfbb2ef
奈米鐵-氧化鋁複合材料、及其製備方法與應用,539b4630-e0bb-4593-9326-c7b0bc6613b8
核酸分子檢測方法及檢測套組,53b6934e-3cd0-42f8-9581-31eabdc576a2
含雙卡賓暨吡唑配基之銥金屬磷光材料,53b72034-bd78-40ee-8bce-e81053aad78a
骶髂骨釘,53a9a998-6342-4813-b433-b2392ba732ce
骨折內固定物件、製造彼之方法、以及包含該物件之套組,51f9cfa8-76fd-41ea-ba5e-694c05b12346
基於水環境設施溫差之發電系統,5259ab5b-b82e-49f5-b727-099fe558dc8a
用於醫療雷射中的深層皮膚造影系統及其方法,525a0480-293d-4eff-b160-c72469e4104a
行動裝置會議行事曆提醒方法,5231fef4-a1c8-4ffe-b841-2b121967fe43
以單指操作行動裝置螢幕介面方法,526e44a1-9efb-4150-9a11-67074cc00df1
感知無線電裝置及其相關用於感知無線電網路之會合方法,51c19693-fe2e-4106-b1e7-0d9e367a7e4f
階梯止滑照明裝置,524442b0-7852-4e00-989a-f74712e290f3
複合式感應電極及其生理訊號感測裝置,524a7f57-359c-46b7-a45c-5c26904da8d9
將基因編輯用於產生通用型Ｔ細胞受體重導向的Ｔ細胞以進行輸入免疫治療的用途,52df4a24-014f-4729-881d-7652949485ee
具備高機動性的夜間機動地形掃瞄裝置及方法,531c9efa-e3b8-4997-b196-fb32ea9901c8
端部效應器及端部效應器驅動設備,531bc210-e18e-42c7-8ac7-dce2e226e2c3
除濕設備,52f2348b-ecaa-4210-a6ae-17807f5c3602
以調色盤壓縮為基礎的彩色影像驗證方法與電腦程式產品,529248a0-1f4a-4c77-afa2-b5dcf163f319
增黏安定劑,52934f03-7bb7-4d5f-9182-61e0c4d8827c
壓力感測器及其製造方法,52a96e27-f880-44e0-8837-83757066566e
申請補助時程管理方法、電腦程式產品及系統,52edb32c-a1d6-45fe-8c56-534baa7524bc
即時量測細胞聚落之裝置及其方法,530ae47e-2b5e-40ab-ba34-8de431fcfd90
鈣鈦礦晶體的製備方法,530970bf-2337-46fe-a676-34b1c703ddcf
智慧節水裝置,529ce7a8-1d38-4109-99f2-2c2e38d65e67
複製數計測裝置、複製數計測程式產品、複製數計測方法以及基因集合,529e12ca-ec7b-4296-b461-736b33882a14
工具機主軸與刀具偏擺與震動快速量測裝置與方法,528bdd58-b27c-472f-8c0e-6f97236fc2d7
應用於有機發光二極體的透明導電氧化薄膜製程方法及裝置,528c44c9-6010-48ae-bb75-8b799ce77521
字元連線遊戲方法、電腦程式產品、電腦可讀取媒體,5291126c-949a-46b4-aba2-f11af444c39a
摻鋁氧化鋅/鉻銅/摻鋁氧化鋅之透明導電薄膜,52835a9c-33a9-4996-8464-1b7e2ef5bdf8
一種即時量測樹脂轉注成型之局部滲透係數的方法,52651766-256e-4120-9165-089fd8c9ac6b
原位轉殖之方法及其應用,52e4ca5b-f30f-4955-95de-3c80c5dd6c2c
智慧型大燈切換系統,3908590b-94ef-4e33-ab14-a462f72a8f4e
治療支援系統及其動作方法、以及記憶有治療支援程式的記憶媒體,39a75d02-e44b-439f-b3f8-93a6627794b3
三閘極場效電晶體,3920859f-2b68-45cc-9c6d-6cdc5c29706a
管內流體測漏系統,392b793d-b5c7-43ab-88c1-6814d99d19a7
可固化組成物及其製備之固化產物,393be503-3bcc-477a-9a32-48206f7642cb
有機無機複合高分子組成物、由該複合高分子組成物所製備之電解質膜及包含該電解質膜之鋰離子電池,3957dca2-100c-4694-a414-28ae2144044e
陣列式噴頭裝置,399f9add-0b82-40e7-89d5-b50d63dfc453
睡眠呼吸中止阻塞位置之判斷方法及系統,3bc75336-6ba7-4a88-9659-6936ccb8c43c
安全偵測系統,3baadfb6-29f3-4067-bce2-03e0c81b1505
製熱水裝置之儲熱方法,3b2e0772-985c-4396-9eeb-6e4189eb1c62
有機發光二極體裝置及其製造方法,3b2eb31f-fa8c-4af6-ba35-4117d2b0b383
光纖色散監控系統,3b2a314a-649b-4997-a1f4-8ec914c55be0
省力奶瓶刷,3b6a8ca2-bd50-42f3-850b-8d1aab4f522b
液體透鏡晶片、驅動裝置及其驅動方法,3b0bb99e-bb61-4ecf-9845-76b280c445b5
刀具磨耗監測與預測方法,3b0ae462-3e01-4b3f-91eb-d58f1ac17312
循環碼之解碼方法及其裝置,3b8448ac-6bec-4c23-86f4-9d1719216cba
ITO粒子、分散液、ITO粒子之製造方法、分散液之製造方法及ITO膜之製造方法,3b8a6553-5145-4e03-ab76-6a5bf641e5f3
前庭系統檢測裝置,3b465a5b-07a3-4277-8689-20383607b6d0
肉毒桿菌Ａ型毒素融合瘤細胞株、其單株抗體、及包含該單株抗體的免疫檢測試劑及套組,3b4da299-74b2-436c-b592-cc06948b41aa
嵌合抗原受體及PD-1抑制劑之組合療法,3bcae24d-f137-4bd2-818a-1d076c3310a9
ＲＦＩＤ智慧盲人候車亭系統,36c13c36-3058-4b85-8ecf-3283137465bb
超快時間解析數位全像之方法及其裝置,369f1c33-6d4d-47e0-8a63-00e3dc3a5db1
用於形成表面親水膜之塗層結構,36ad4b86-e345-438e-aa88-f23c91155242
兒童桌椅組,36adc4bc-e712-4853-b771-55d254b6fba3
基於導電高分子之導電度變化的電阻式膽固醇感測器及其測量方法,36b56bcf-2d3d-4464-aae3-57a9a0455d38
無鎘量子點配體材料及其製造方法,36b59952-8ce0-432a-9bdd-8135af3e04b7
薄膜電阻合金,36a322d0-6333-42ad-b312-ffc17f8c86e2
處理液及處理方法,369d51a5-a073-4333-be0c-3c87b56b2e47
經銀塗佈之銅薄片及其製造方法,36bbd090-18af-42da-82a3-78b1b8a16e86
用於細胞三維列印之生物墨水組及其應用,36453928-1864-4e78-bc26-d8fa3ef65d85
醫藥組合物,36441745-9a7c-4347-a195-3ada47415d78
山肉桂活性化合物萃取分離純化方法,372ac598-0caa-44af-a940-6db3f847ca46
肉品錘打裝置,372bb8d4-f249-49c6-aace-b6c0df7ac27c
擬真實境教學系統及其方法以及電腦程式產品,3719fd60-0a8c-431e-936d-fbb2f90dbe9c
癌症檢測之血漿DNA突變分析,3730b375-e252-4a73-99f2-5bc41d513195
低功率混合動力系統之高效率傳動構型,37487385-516c-41d8-bf3b-23fc5344afb4
抗體介導屈公（ＣＨＩＫＵＮＧＵＮＹＡ）病毒中和,31aab3f0-79dc-4c84-b567-71415a7b8235
雲製造服務的自動建置方法、電腦程式產品、雲製造系統,318315bf-3537-4b82-b940-3e14e8f7a39f
活性調節劑,3227c441-82de-4ee7-aa1b-9e21efc086be
利用快閃記憶體的壞頁來存取資料的方法,31cf3e00-be99-4845-b9f0-c290cefaf987
無線辨識提醒系統,31afba42-78c2-4710-9b00-362e418360fd
電解水生成裝置及電解水,31c7912b-6edb-4d34-82df-504fd7fa308f
相機模組,31db5cd6-a067-4581-89c1-19b4f8083e34
導流超疏水結構及其製作方法,31a64c06-a527-4504-b97a-46219649456d
用於細胞器特異性分子成像之鑭系元素工具箱,3a1a5e93-f3e4-4715-8e21-4c3e1cb8972b
複合板及其應用,3a1c327f-1d23-409a-b1a5-1b91b49196cd
微小ＲＮＡ－１９５局部用製劑及其用途,3a1f1779-2f75-4d71-867a-79504968f83a
作為乳癌生物標誌的MIR-125A-5P,39bf07ad-3376-4308-b857-52ca06433df7
可允許電感值變化之三相模組化多階換流器電流控制方法,39ed8964-dd7b-44f7-9d0a-8c88f40ef3d0
黑酵母菌出芽短梗黴Aureobasidium melanogenum菌株及利用其生產琥珀酸的方法,39ee1692-5638-444d-a3b6-c6a1fe028b46
圓弧形分岔式光耦合器,39bb53e2-7507-4861-a1b2-6b06950af25a
保護類神經細胞之冬蟲夏草發酵製備物及其產製方法,39fcf816-ad94-4d03-8560-2bf334179b54
換手方法與裝置,39fe6e9c-fcfd-4f36-be2f-c5bc166feae7
神經脈衝訊號刺激裝置及其製造方法,39ef3391-3b10-41eb-95e0-cb7fa6d6187c
全自動外牆磁磚貼補作業系統及其裝置,39f1b192-ccb9-4123-b9e0-f04f692d8e20
垂直式感測器及其製造方法,39f94654-9c38-4f77-8ee1-ff029bb8785d
智慧語音控制床頭櫃,3a3fd0f1-5882-45aa-aeed-5dd852322d93
足踝輔具及其製作方法,3a12cde3-3908-4b2a-a0a6-4f8ea73d4476
含氧雜蒽結構或硫代氧雜蒽結構之磷系化合物及其製造方法,38690f6f-ea88-425e-b5fa-9f819f933dcc
綠建築效能模擬分析系統及其最適化決策方法,38f3ae5b-1872-4f85-b65d-0f5bb7a905f3
核殼式觸媒及反應促進方法,384d67c5-a49e-4125-a22c-c374a921cd3b
可變換供電架構的太陽能發電系統,384f5707-98c2-4c4a-8268-f589ec7562e1
快速分離五子棋及棋盤,38300371-7aad-43c5-bab2-1bce8fa7f57c
一種檢測液晶面板之裝置及其方法,38aff718-5694-487c-91ac-8fa44964619e
測定ＦＶＩＩＩ的反應性之方法,38a22e39-8aaa-44ee-900a-e52985164cd8
電透析協同微乳液萃取回收金屬之方法及其裝置,38a7ebbf-6987-4fbb-97c5-f5ddd81f372b
紅石榴果實的脂溶性萃取物及其製備方法與用途,37782a1a-373f-4aa2-accb-839f7267dae1
耦合電感型直流電壓轉換器,37950b03-d77e-4b89-90b0-b25b4aa40efe
即時預檢填料塔液泛現象的方法,379601d8-d6ba-4123-8430-0ddc29336e50
步態分析方法與系統,37699323-ccbf-43b5-8b64-c89a1377c173
膨化床反應槽底渣異味削減系統,37582cdf-289a-40b2-bffe-1f9337161029
純化奇壬醇的方法,378051a9-23b8-4f71-bf62-293d295c65b6
使用多層描述生成增強的聲場描述或修改的聲場描述的概念,37b990da-77c8-4698-968c-63f07b197e73
冰花之培育裝置及方法,37b2d113-3f82-4f9f-b45d-919b2fe9cc10
電動腳踏車用之可調電阻式電磁煞車制動裝置,3a4e27f0-4e7b-4657-9735-d040bffa4b89
可反覆添加且無殘留乳液瓶,3a6c39d9-aa1a-4298-bbeb-f66b7de2c559
用於篩選寶石之裝置與方法,3ab3a646-f33f-479d-b328-63c21e545457
試算表分頁式加密暨選單樣式系統、電腦程式產品及電腦可讀取記錄媒體,3ace81b9-54e7-4f1a-9738-6bbd1f987d27
以酵素工程法製備天然奶香香料,3acfaf04-c812-4a95-896c-1849d46417e6
多段式磁力驅動方法及其裝置,3bfc1c55-8f0a-4853-800b-79db231a0033
網路拓樸系統及方法,3c201d3d-fd96-4df0-9dae-2dafaeb16b2b
光電極材料及其製備方法以及光電極的製造方法,3c250546-85c0-4e31-a8ca-4935e1036a24
化合物用作為催化劑之用途及利用其合成硫酯之方法,3be06d06-214d-4e58-b5e4-1631e7f92182
海藻寡糖之製備方法及所製得之產物與其應用,3c05b6c9-019b-4d5c-8bf9-fda0f3df3c13
行動通訊系統及其換手方法,3c4c9653-0a1b-47d3-bde0-27ebaa40b393
一種高飽和磁化強度之鐵基軟磁成份及其材料的製備方法,3c4e3943-7dac-44db-adf7-fda15f1cfb32
足踝輔具,3c5229cd-128c-4ec4-8817-53de214c2d0e
配電關聯性檢測系統及用戶關聯性檢測裝置,3be51727-6c6f-499e-9183-059c33235201
一種產細菌素之類芽孢桿菌及其應用,3be937b2-ace9-4dbe-9f5f-6235042ad61b
一種依據不同性別進行分群的氣喘患者分群方法,3c1b5335-d4e0-42b7-ae60-262ce3784a5a
健康照護系統,3c45435a-a8f0-426e-9a65-40482101e223
可延緩降解速率之高分子複合材料、其製造方法及其應用,3c5f83ec-2542-43cf-afea-223ad4cbf420
用於抑制肝癌之醫藥組合物,386299af-f56f-48ff-b76a-796c7783e5c8
增加香蕉偽莖萃取物抗氧化力之方法,3854d284-faa7-446a-a4b5-1f6b2a32ad26
社群媒體環境的資料處理系統及方法,385a88bc-393f-46bc-b834-4b0770b4c4cc
臺灣藜組成物用於製備降血糖之藥物之用途,385ac2c5-38ae-4d59-8535-c22f0c0c1814
含鈷合金之半導體裝置及其製造方法,38611b57-8012-4164-9704-fb1ae1b1f165
簡便應力消除方法及其裝置,38061b1b-00c7-4a4b-8aa5-61d2ece5e898
安瓿瓶開瓶器,387b15f6-892d-46e5-a4b0-0972f6ef5a5f
用於改善輕聲細語下之語者確認的爆音處理系統及其方法,38144205-bcb8-4cd7-b235-95c379a021e8
基因演算三維手勢影像辨識方法及其系統,3892061e-70f0-4922-a25d-1d89627440e5
三相換流裝置及其控制方法與並聯式電源轉換系統,38483003-f356-42b7-b0cb-cc05103859bf
分散式智慧電網之集中防護方法及其系統,38854943-6121-41fd-bfed-892b69d5f826
用於加解密之可程式液晶光空間濾波模組,3353e8aa-099e-45f4-9746-d7bbdc1e05dc
粒子分離系統及方法,3357241e-0fc6-4237-8577-d7d704c775ec
影像內雨紋去除裝置以及方法,33dcced6-4c90-4b86-a994-123749508a95
結合眼球影像與腦波之疲勞偵測方法,33b7d331-efe5-4294-b657-4dd272bc89cb
車門開啟之預警方法及其裝置,33d7dc2f-c54f-4763-9823-17e82ed27db2
水溶性螢光胜肽材料,32097584-79bb-4869-8bf5-538001f1433b
星象追蹤攝像裝置,31f80ae8-94cf-483f-a219-1789cea39192
珊瑚復育裝置,31fef1c9-632c-4162-a349-5ed7789a117b
用於太陽能板之重力冷卻系統,3142bd90-9ff1-4ad7-96c4-7df89885fa0e
混合式再生能源發電系統,33ab7164-2f63-40d4-aaf2-0def3d5d32f5
心臟醫學影像單一腔室地圖化系統及方法,3397e74f-c52d-4902-9394-07779d753443
調整光波段之訊號轉換裝置,33984938-710e-4c90-b238-8362fc21a9bb
LTE系統之DRX模式的控制方法,33c5dedc-e12c-4be6-a20f-d7e133d9f3a4
具有增厚的糊粉層的水稻穀粒,3371d4e6-4a05-4148-a1b5-e4d5c0a8b830
檢測方法,338b44e1-230b-46b4-bd3f-2f9a22b2f070
用於治療口腔癌之醫藥組成物及其活性成分之用途,338c178a-f96a-42c8-b56e-0395742bafe2
使香味有所提升的含酒精飲料,33a9214f-16e9-4e43-8aed-09a8005e4eb9
客製化之菇蕈類培育控制方法,33824557-e80c-4056-9ecd-db34403d9024
適用於社群網路之全域關係系統及搜尋關係方法,33b40bdb-076c-4325-abe4-475e4a5ef6ee
檢測裝置之製造方法及其所製成的檢測裝置,33c19333-c675-4e77-bdda-528af6c438e6
結構體觸媒之製造方法及氫的製造方法,33bac006-f34b-4e04-b823-00e095de7805
從幹細胞產生T細胞之方法及使用該T細胞之免疫療法,338ce8ea-89b1-4573-949e-9188f95050b6
化學氣相沈積裝置,4588ff5d-0142-4468-b222-c33e14c6ca24
室內空氣連續監測系統及其方法,4573c526-108d-4245-a160-b2cc26e9beaa
苯並二氮雜硼雜環戊二烯化合物以及有機發光二極體元件,45921876-7feb-427b-86b2-84249d9c6211
緩釋型異味改良劑及其製造方法暨其應用,45863858-1bad-4084-959e-6276a4aa3277
智慧光療控制方法及其設備,4526aed9-0786-4d56-8695-b5f05dbccbb1
盤形凸輪之輪廓精度的非接觸式暨光學量測自動化系統及其方法,45a5ddba-054e-4cf4-8a1a-7669901d3b08
產品包裝雷射打標方法及其產品包裝,459a3ea3-fcd3-4f1a-b81e-5cb46a5d82bc
透水性環保材料及其製作方法,4412024d-0ad4-4d24-87ff-67dd9906246b
食藥用真菌的子實體纖維於製備治療細菌性腸胃炎之組合物的用途,44b82e68-d296-4303-80a0-24c54a7801fb
緩釋型奈米銀改質表面及其製備方法,44a3979e-43e0-43a2-bd21-7d4006adf55f
加熱系統,448fa6e1-fe8d-45bd-8734-518651663d43
ＲＧＭａ結合蛋白質及其使用,459c0092-e258-4049-b5a1-04cb0f51c3b0
